Ticker;Model;Maturity;DP(%);Sigma;Mu;H
EO FP Equity;Necula;5;8.38460268540202;0.1342828396890528;-0.0982658707897317;0.4479598253975404
EO FP Equity;Necula;10;66.51277413373364;0.13443095530713203;-0.09855361438879143;0.44776005692795756
EO FP Equity;Rostek;1;1.7576781141670494e-07;0.13428072495440965;-0.09825373676326896;0.44797165249514764
EO FP Equity;Rostek;5;9.062384314008032;0.1342832583255114;-0.09827381095544396;0.4479557147338653
EO FP Equity;Rostek;10;66.57607884270361;0.13444050854305567;-0.09864143469684111;0.44773794740753625
GET FP Equity;Merton;1;0.0;0.09356816929947866;0.02842812619700092;0.5
GET FP Equity;Merton;5;0.0010386112314741958;0.09357872332006145;0.028442786068076598;0.5
GET FP Equity;Merton;10;0.04219419945580283;0.0938634158516239;0.028690062320590744;0.5
GET FP Equity;Necula;1;0.0;0.07185685587125742;0.026536889878069674;0.4453069085599071
GET FP Equity;Necula;5;6.820555231712433e-09;0.07185685636964596;0.02653689128713395;0.4453069070532374
GET FP Equity;Necula;10;6.124025542231237e-06;0.0718578430338891;0.026538153570518964;0.445305656737228
GET FP Equity;Rostek;1;0.0;0.0718568558712575;0.02653688987806968;0.44530690855990746
GET FP Equity;Rostek;5;2.1510515590961177e-08;0.07185685659403801;0.02653689077100215;0.4453069065400618
GET FP Equity;Rostek;10;9.738455186703021e-06;0.07185795783078182;0.02653772974067551;0.44530556920812353
LHA GY Equity;Merton;1;0.007934326185576879;0.15189787114646108;-0.08227477052011611;0.5
LHA GY Equity;Merton;5;33.43036452385337;0.15362057527236747;-0.0823633146084373;0.5
LHA GY Equity;Merton;10;80.7657840207447;0.16016391309272082;-0.08471035267362795;0.5
LHA GY Equity;Necula;1;4.373401119028841e-06;0.1172719663643122;-0.08656822259113327;0.4528804440863997
LHA GY Equity;Necula;5;17.87786225251051;0.11737090777576734;-0.08662468773567178;0.4529466665075257
LHA GY Equity;Necula;10;77.56738554211644;0.11846038311638962;-0.0873240415429456;0.45338112013860105
LHA GY Equity;Rostek;1;2.694816109150011e-05;0.11727196643384288;-0.08656822262157111;0.4528804441701381
LHA GY Equity;Rostek;5;18.62198617025539;0.1173870294064853;-0.0866533924460959;0.4529543771427341
LHA GY Equity;Rostek;10;77.5673278856708;0.11850964865691538;-0.08750637531125127;0.45338371173470904
PIA IM Equity;Merton;1;0.0073295222107638835;0.15831913779298384;-0.1472098144935209;0.5
PIA IM Equity;Merton;5;60.32265679546674;0.1596685812593663;-0.14760857164455848;0.5
PIA IM Equity;Merton;10;97.45946595596064;0.16532235803584341;-0.1509947471061887;0.5
PIA IM Equity;Necula;1;5.238711353605652e-07;0.11659154947766079;-0.1523120512998465;0.4439005954525242
PIA IM Equity;Necula;5;52.564565006578356;0.11660634617553205;-0.15232483905802952;0.4439027008684836
PIA IM Equity;Necula;10;99.42650223467288;0.11695391174807931;-0.15268284934733986;0.4439278097642039
PIA IM Equity;Rostek;1;5.936006153284268e-06;0.11659154947808337;-0.15231205129994238;0.4439005954528271
PIA IM Equity;Rostek;5;52.75834839340822;0.11661135495057796;-0.15233181600853313;0.44390484127103574
PIA IM Equity;Rostek;10;99.37020026067331;0.11698526333064062;-0.15276256235884134;0.4439401093603171
CO FP Equity;Merton;1;0.7638046784824271;0.06942419164634735;-0.07140985802191899;0.5
CO FP Equity;Merton;5;82.30971777951676;0.0750403969622686;-0.07339138664971528;0.5
CO FP Equity;Merton;10;99.27218849702588;0.08760704253676935;-0.08139751988305724;0.5
CO FP Equity;Necula;1;10.755284820391942;0.1196786556085775;-0.0678839985813301;0.5862713770283704
CO FP Equity;Necula;5;86.01193401343643;0.200322393241767;-0.1067179779196668;0.5888030993554967
CO FP Equity;Necula;10;98.08945194300289;0.32911920402115974;-0.1500371249059981;0.589673299280028
CO FP Equity;Rostek;1;7.19360927895214;0.11786725767519234;-0.06716701229951497;0.5859052623714064
CO FP Equity;Rostek;5;82.77571412574652;0.1900386534188344;-0.09309148421400658;0.5885926341782113
CO FP Equity;Rostek;10;97.2948181425903;0.31536531890497327;-0.12987885669962612;0.5895504805920995
